"starch","glycerol","glucose","fructose","citrate","butyrate","ascorbic","acetate","rep_1","rep_2","rep_3","rep_4","mean","sd"
0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0.000179380811761053,0.0102044207650407,0,0.00252826783049699,0.00322801735182469,0.00479145540706311
0,0,0,0,0,0,1,0,0.00166900206377193,0.00946318307726819,0.00221373554313198,0.00571005025385269,0.0047639927345062,0.00360833265749837
0,0,0,0,0,0,1,1,0.0105178517638382,0.0261580577073977,0.0242701732303842,0.0226238405059409,0.0208924808018903,0.00706554174359195
0,0,0,0,0,1,0,0,0.000102314074823861,0.000247491015513492,0,0.00266744679834537,0.000754312972170681,0.00127945823883002
0,0,0,0,0,1,0,1,0.000363503279777486,0.010474176445656,0.00132724150060189,0.00401039780144168,0.00404382975686927,0.00455613619073981
0,0,0,0,0,1,1,0,0.000261266561305864,0.00485586640053854,0.00280750098059062,0.0045472692509618,0.0031179757983492,0.00210715651976229
0,0,0,0,0,1,1,1,0.00913201977817111,0.0253171185421818,0.0234266722834851,0.0275586476882958,0.0213586145730334,0.00832419460119367
0,0,0,0,1,0,0,0,0.00961953950224238,0.0179155264287562,0.0136332124708388,0.0188987361906896,0.0150167536481317,0.00426289333748284
0,0,0,0,1,0,0,1,0.0413248849556496,0.0421505936256869,0.0313210514908467,0.0398815753470447,0.038669526354807,0.00498791553755341
0,0,0,0,1,0,1,0,0.00671380517477105,0.0163003608724059,0.022145365741046,0.0229285005413465,0.0170220080823924,0.00748142742054259
0,0,0,0,1,0,1,1,0.0364219071879294,0.0450834623811758,0.0355472715584179,0.0399089200150537,0.0392403902856442,0.00432710050796829
0,0,0,0,1,1,0,0,0.0132806111536975,0.0171784610374931,0.0131673196464944,0.0175626835571146,0.0152972688486999,0.00239962356180203
0,0,0,0,1,1,0,1,0.0414056356106624,0.0427130777128622,0.030679950582882,0.038442793485706,0.0383103643480281,0.00539151620189893
0,0,0,0,1,1,1,0,0.00774356886333785,0.0192442734367247,0.0218067465109781,0.0194464552369747,0.0170602610120038,0.0063191167720288
0,0,0,0,1,1,1,1,0.0388338884561162,0.0426013915768478,0.0338745072618145,0.0373514685744182,0.0381653139672992,0.00361474493855288
0,0,0,1,0,0,0,0,0.0301482118336071,0.033081591318626,0.0255712876431344,0.0309614730211644,0.029940640954133,0.00316449055023755
0,0,0,1,0,0,0,1,0.0509469061055402,0.050183160027659,0.0425801672051469,0.0470400228027491,0.0476875640352738,0.00380158397322427
0,0,0,1,0,0,1,0,0.0316564871018766,0.035587484225352,0.0311727355231875,0.0339401991670395,0.0330892265043639,0.00205678762389865
0,0,0,1,0,0,1,1,0.050067510115779,0.0526764507743119,0.0431056256034229,0.0469950822978484,0.0482111671978405,0.00412028251068633
0,0,0,1,0,1,0,0,0.0300129609495218,0.0321584057767827,0.0252244441971294,0.0265224712003839,0.0284795705309545,0.00317863703393891
0,0,0,1,0,1,0,1,0.0412192958914149,0.0484185013550219,0.0405138733849121,0.047830709725055,0.044495595089101,0.00420715372385824
0,0,0,1,0,1,1,0,0.0243275821988477,0.0307789320387518,0.0242120543180268,0.0285399786456726,0.0269646368003247,0.00324352264205735
0,0,0,1,0,1,1,1,0.0488116882300537,0.0507184162382739,0.0447891875434104,0.0470081691702011,0.0478318652954848,0.00253170512620778
0,0,0,1,1,0,0,0,0.0494695471187509,0.050199960975293,0.039779491590221,0.0497407259916684,0.0472974314189834,0.00502101822595878
0,0,0,1,1,0,0,1,0.0609148450787108,0.0713335045217285,0.0576478022404134,0.0648549136908646,0.0636877663829293,0.00588755195101712
0,0,0,1,1,0,1,0,0.0476402338462629,0.0502123765065615,0.0458446017122666,0.0465972932887934,0.0475736263384711,0.00190702135904887
0,0,0,1,1,0,1,1,0.0617565351476097,0.0758502835017108,0.0653155641645897,0.0696476443147704,0.0681425067821701,0.00606760521762464
0,0,0,1,1,1,0,0,0.0484599837707307,0.0496085553268476,0.0390443413161622,0.0466714694610955,0.045946087468709,0.00475722693797868
0,0,0,1,1,1,0,1,0.0672374735538511,0.0695958148066569,0.0557253818982334,0.0681329914662678,0.0651729154312523,0.00637292133737562
0,0,0,1,1,1,1,0,0.0424514645419164,0.0503287477295559,0.0394027408111474,0.0461379642761039,0.0445802293396809,0.00471911110408807
0,0,0,1,1,1,1,1,0.0682313086077204,0.0710588656960203,0.0611566216249678,0.068072871438589,0.0671299168418243,0.0042118531962448
0,0,1,0,0,0,0,0,0.030162102929963,0.0241514497496538,0.0289841669518961,0.0343740821095872,0.029417950435275,0.00420480684021562
0,0,1,0,0,0,0,1,0.0557318331958885,0.0526151549918582,0.0546383149381476,0.0525965501424722,0.0538954633170916,0.00155461117384379
0,0,1,0,0,0,1,0,0.0374956658571856,0.0307173173541315,0.0309965963438339,0.0346642456457276,0.0334684563002196,0.00323146953769823
0,0,1,0,0,0,1,1,0.0556709333137637,0.058804024154952,0.0549735571094395,0.0594363432787815,0.0572212144642342,0.00222616392119825
0,0,1,0,0,1,0,0,0.0341211998536227,0.0278064972566336,0.0262987180531971,0.0339852566633064,0.03055291795669,0.00408879070033723
0,0,1,0,0,1,0,1,0.0515664533499395,0.0517753170868488,0.0442760466974104,0.0515183792438399,0.0497840490945097,0.00367369498917261
0,0,1,0,0,1,1,0,0.036738481599315,0.0335997772409435,0.0366397853812314,0.0395668475245849,0.0366362229365187,0.00243714535631918
0,0,1,0,0,1,1,1,0.05449852953098,0.0554946293561692,0.0470809994162014,0.0542290804605367,0.0528258096909718,0.00386835899809052
0,0,1,0,1,0,0,0,0.052782240196439,0.0516841154438094,0.0439126506796423,0.0510996623895649,0.0498696671773639,0.00403213086259264
0,0,1,0,1,0,0,1,0.0765049526622231,0.0746828349835876,0.0598254402194126,0.0726529224365107,0.0709165375754335,0.00755960431714604
0,0,1,0,1,0,1,0,0.0528527002749084,0.0533906477477209,0.0411028070298756,0.0468950404101606,0.0485602988656664,0.00577766534120681
0,0,1,0,1,0,1,1,0.0747702680305483,0.0779841415830818,0.0682067004588181,0.0698021263795803,0.0726908091130071,0.00450167510990667
0,0,1,0,1,1,0,0,0.0515399700027373,0.0486085211117075,0.052255131027621,0.0524994869829053,0.0512257772812428,0.00179170798053169
0,0,1,0,1,1,0,1,0.0735206583045327,0.0743722811917254,0.0587761148483287,0.0708900696282247,0.0693897809932029,0.00722934369111424
0,0,1,0,1,1,1,0,0.0529582723653785,0.0516750398340896,0.0424213515201615,0.0545668148991959,0.0504053696547064,0.00545256963000623
0,0,1,0,1,1,1,1,0.0723388550196816,0.0724614618852657,0.0623891711577675,0.0718794026994287,0.0697672226905359,0.0049250775454091
0,0,1,1,0,0,0,0,0.0576080690582021,0.057829602581306,0.0505277399158768,0.0594427593639011,0.0563520427298215,0.00396803132686746
0,0,1,1,0,0,0,1,0.0725451758621069,0.0750524024167037,0.0681045501032787,0.0744789853217839,0.0725452784259683,0.00314880724033207
0,0,1,1,0,0,1,0,0.0618694792408651,0.0638199908084099,0.0538385087425902,0.0603957965237504,0.0599809438289039,0.00432845081066673
0,0,1,1,0,0,1,1,0.0769595593941869,0.0789715889615342,0.0749071041967053,0.081194652369021,0.0780082262303618,0.00269555432084419
0,0,1,1,0,1,0,0,0.0603614766752784,0.0548980734364922,0.0475050310581167,0.0566341918001717,0.0548496932425148,0.00540094420628046
0,0,1,1,0,1,0,1,0.0748331178656967,0.074892259836427,0.0644206165521584,0.075278034074548,0.0723560070822075,0.00529393742801844
0,0,1,1,0,1,1,0,0.0564864128940929,0.0572888066961128,0.0503583007116065,0.0596936970825929,0.0559568043461013,0.00397334140424392
0,0,1,1,0,1,1,1,0.0653600682742592,0.0777644433566087,0.0648667936037015,0.0805886884658178,0.0721449984250968,0.00820328400532358
0,0,1,1,1,0,0,0,0.0765594472714359,0.0744740586858015,0.0629228089597487,0.0731073531567828,0.0717659170184422,0.00606388144749517
0,0,1,1,1,0,0,1,0.0850153887594867,0.094964547821124,0.0771251785953268,0.0892370968914072,0.0865855530168362,0.00751004524707327
0,0,1,1,1,0,1,0,0.0748904974539606,0.0730379736166578,0.059855237362963,0.0726183268372098,0.0701005088176978,0.00690115172371587
0,0,1,1,1,0,1,1,0.084769639200146,0.094513918954003,0.0840742615077961,0.0976780247017265,0.0902589610909179,0.0068685353856512
0,0,1,1,1,1,0,0,0.0742527705629747,0.0740855524566843,0.0688390530949825,0.0775509365155232,0.0736820781575412,0.00360145517267614
0,0,1,1,1,1,0,1,0.0782054752616849,0.0922899273597591,0.0803209196753008,0.0940959456402576,0.0862280669842506,0.0081221104202135
0,0,1,1,1,1,1,0,0.0646756889463278,0.0736369538046116,0.0634605738556859,0.0704170615187651,0.0680475695313476,0.00480506041726913
0,0,1,1,1,1,1,1,0.0837399414462689,0.0982510511071784,0.0792013853983546,0.0931885187113059,0.088595224165777,0.00868238304036707
0,1,0,0,0,0,0,0,0.0406524586283685,0.0399272192176206,0.0412154025276085,0.046318171781844,0.0420283130388604,0.00290810832779542
0,1,0,0,0,0,0,1,0.067731110280758,0.0639857255695149,0.0571207118290391,0.0665480605773154,0.0638464020641569,0.00474848175131639
0,1,0,0,0,0,1,0,0.0349081200397606,0.0371607347687618,0.0332625669718746,0.0455881356686796,0.0377298893622691,0.00547708326918305
0,1,0,0,0,0,1,1,0.0514927717840627,0.0690814800173063,0.0626239549038891,0.0717331971856747,0.0637328509727332,0.00901226130002531
0,1,0,0,0,1,0,0,0.039563569864338,0.0370979312723517,0.0330998858397725,0.0451810999910538,0.038735621741879,0.00505546691501197
0,1,0,0,0,1,0,1,0.0650292573748896,0.061925390835959,0.0537574502532667,0.0665281841006779,0.0618100706411983,0.0057003436066711
0,1,0,0,0,1,1,0,0.0421165457969817,0.0429353590824788,0.0319094863815916,0.0471578961230703,0.0410298218460306,0.00646905079162522
0,1,0,0,0,1,1,1,0.0606158631691769,0.0674360337750881,0.0563004691611846,0.0695649312337447,0.0634793243347986,0.0061216972693887
0,1,0,0,1,0,0,0,0.047886870562438,0.0503932696510866,0.059455350687849,0.065192031414799,0.0557318805790432,0.00802918908913297
0,1,0,0,1,0,0,1,0.0681958804290835,0.0800211674695372,0.0698388816717225,0.0824455493380918,0.0751253697271087,0.00715352227840728
0,1,0,0,1,0,1,0,0.044019773739487,0.0449652919663545,0.0566425720862557,0.0680259800093911,0.0534134044503721,0.0113073101806424
0,1,0,0,1,0,1,1,0.0750442573941763,0.0813679359941677,0.0726743453842576,0.0874038522191625,0.079122597747941,0.00662906574724745
0,1,0,0,1,1,0,0,0.0466210132772875,0.0440913062978577,0.0577676809855731,0.063105604609136,0.0528964012924636,0.00903451512837864
0,1,0,0,1,1,0,1,0.0750769495883486,0.076801362022977,0.0649888711006103,0.0783320869439361,0.073799817413968,0.00602258467935094
0,1,0,0,1,1,1,0,0.0472050033456767,0.0480511618908329,0.0499775749041836,0.0679962241205092,0.0533074910653006,0.00986097650955127
0,1,0,0,1,1,1,1,0.0755581803249386,0.0822412276831684,0.0725753473232753,0.0908302227571482,0.0803012445221326,0.00809956918287529
0,1,0,1,0,0,0,0,0.0690660330604781,0.0708406038304247,0.0636582809953892,0.0690111747304772,0.0681440231541923,0.0031088842683636
0,1,0,1,0,0,0,1,0.0799195068459084,0.0934266698023865,0.0765114026566035,0.0973005366664039,0.0867895289928255,0.0101220881528539
0,1,0,1,0,0,1,0,0.0702238114131756,0.0704441122982302,0.0602215451601157,0.0729426340882894,0.0684580257399527,0.00562772491748761
0,1,0,1,0,0,1,1,0.0923075707407718,0.0967657369229759,0.0815624987878409,0.0952871837451943,0.0914807475491957,0.0068672013775002
0,1,0,1,0,1,0,0,0.0691213492905726,0.0686732087273674,0.0634650904725556,0.0772913888548482,0.069637759336336,0.00571188593843727
0,1,0,1,0,1,0,1,0.0889072165304332,0.092515659034432,0.0575259018578269,0.0946709907522188,0.0834049420437277,0.0174157855891077
0,1,0,1,0,1,1,0,0.0663694656561444,0.0699199889976223,0.0602770810085577,0.0706304717422021,0.0667992518511316,0.00473077424474905
0,1,0,1,0,1,1,1,0.0922198004128042,0.0942031225767905,0.0759510803247912,0.0936268740372507,0.0890002193379092,0.00873921939880978
0,1,0,1,1,0,0,0,0.0830383806731276,0.0839223077315558,0.0814841108296357,0.0885079054280623,0.0842381761655953,0.00301964379471428
0,1,0,1,1,0,0,1,0.0882564054476631,0.0957360758186193,0.0762506511824041,0.107469437094996,0.0919281423859207,0.013105947515566
0,1,0,1,1,0,1,0,0.0784466450340162,0.0797375790282641,0.0757012479245259,0.0897851798310258,0.080917662954458,0.0061466079793851
0,1,0,1,1,0,1,1,0.0949800886362339,0.103633651867017,0.0851682683447048,0.110526033178863,0.0985770105067047,0.0109708853786713
0,1,0,1,1,1,0,0,0.0819631220740142,0.0804573749127716,0.073068480156916,0.0862265720368404,0.0804288872951356,0.005481588258453
0,1,0,1,1,1,0,1,0.0917181264779374,0.0956531578931662,0.0833035663742867,0.0975610592664271,0.0920589775029544,0.0063236181590019
0,1,0,1,1,1,1,0,0.0754151584664656,0.0761310885313485,0.0830118419432776,0.0871105236060744,0.0804171531367915,0.00562506055450584
0,1,0,1,1,1,1,1,0.0900760925447782,0.099335188689449,0.0822462208060474,0.104305938493683,0.0939908601334894,0.00980177955775205
0,1,1,0,0,0,0,0,0.0775770866250182,0.0623646099936972,0.073332637742819,0.0707409648000828,0.0710038247904043,0.00641187098518265
0,1,1,0,0,0,0,1,0.104587467258569,0.0875116956377481,0.100741878914819,0.0875987525971456,0.0951099486020704,0.00886366200593115
0,1,1,0,0,0,1,0,0.0798668998914879,0.0662481390348917,0.0794332022443347,0.0700838683694671,0.0739080273850454,0.00681502752469393
0,1,1,0,0,0,1,1,0.108482611610715,0.0938762520302913,0.101427023912194,0.082585052143805,0.0965927349242513,0.0110805230596912
0,1,1,0,0,1,0,0,0.0779083521700974,0.0612648504362935,0.0712595092713349,0.0685520861101486,0.0697461994969686,0.00688646090533817
0,1,1,0,0,1,0,1,0.105563026434678,0.097133588285063,0.0978490173817332,0.080799169410559,0.0953362003780083,0.0104156627749525
0,1,1,0,0,1,1,0,0.0796865292399804,0.0704558566715832,0.0776176021119179,0.0674499756451437,0.0738024909171563,0.00579457767997097
0,1,1,0,0,1,1,1,0.106696022202616,0.0934563980635162,0.100608823492612,0.088687700453965,0.0973622360531772,0.00791965976013326
0,1,1,0,1,0,0,0,0.0927338358154643,0.0800767442983521,0.0975455225665231,0.0854194676619462,0.0889438925855714,0.00773303730334603
0,1,1,0,1,0,0,1,0.117876749654056,0.0972923072504432,0.114396462016715,0.0816435336392681,0.102802263140121,0.016730381936717
0,1,1,0,1,0,1,0,0.0932831563616357,0.0800524247325563,0.101430542817639,0.0859494343015341,0.0901788895533413,0.00924968026637859
0,1,1,0,1,0,1,1,0.12004841487922,0.102773885454043,0.126156645776112,0.0874382836256721,0.109104307433762,0.0175123438447831
0,1,1,0,1,1,0,0,0.0944150417170142,0.0821225840376802,0.0964976539626525,0.0711941966128048,0.0860573690825379,0.0117650140877843
0,1,1,0,1,1,0,1,0.112292806880144,0.101626883044646,0.117050725068195,0.0938662973796729,0.106209178093164,0.0104545653862912
0,1,1,0,1,1,1,0,0.0944853082368034,0.0860849779059015,0.0977816810929981,0.0913836455603909,0.0924339031990235,0.00497389466841502
0,1,1,0,1,1,1,1,0.118631945811095,0.107793215349968,0.121169737433433,0.0921396881655643,0.109933646690015,0.0132050059836595
0,1,1,1,0,0,0,0,0.104928677694208,0.0939155283617443,0.103763918144325,0.0884455652186566,0.0977634223547336,0.00793674122022387
0,1,1,1,0,0,0,1,0.121888836305375,0.106284575133979,0.122567696229623,0.0969332291069874,0.111918584193991,0.0125048315926804
0,1,1,1,0,0,1,0,0.111178562310296,0.096259018351514,0.115977748119025,0.0953485499155057,0.104690969674085,0.0104540077790017
0,1,1,1,0,0,1,1,0.120792321424645,0.104679584157125,0.12304166971623,0.0907224165675454,0.109808997966386,0.0151255354874802
0,1,1,1,0,1,0,0,0.106273379963521,0.0955488170702475,0.0996688852165328,0.084976707581174,0.0966169474578688,0.0089292982130163
0,1,1,1,0,1,0,1,0.128472078502416,0.117929461835639,0.115947614674654,0.0921919132526266,0.113635267066334,0.0153159552596643
0,1,1,1,0,1,1,0,0.108145634214075,0.0944379127832472,0.0986971282317928,0.0866370146862733,0.096979422478847,0.00896399219191899
0,1,1,1,0,1,1,1,0.128366434577766,0.110504928793106,0.118703247596401,0.0948144163513812,0.113097256829664,0.0142074785727253
0,1,1,1,1,0,0,0,0.121639109264484,0.11059263415667,0.120849775204917,0.100690484824192,0.113443000862566,0.00987906464468448
0,1,1,1,1,0,0,1,0.12597884065323,0.108675541841581,0.132562764148441,0.0974620033789971,0.116169787505562,0.0160321771433369
0,1,1,1,1,0,1,0,0.11800272004645,0.110970442034945,0.121825766913637,0.100395009960265,0.112798484738824,0.0094121165758183
0,1,1,1,1,0,1,1,0.126633704766536,0.115615678569943,0.127494554559636,0.096225654779407,0.116492398168881,0.0145533852834342
0,1,1,1,1,1,0,0,0.123350088267123,0.108186105916207,0.126272980409452,0.0959863648954868,0.113448884872067,0.0140845979861328
0,1,1,1,1,1,0,1,0.127098603058763,0.115455538045707,0.12508278131071,0.091036016532582,0.114668234736941,0.0165537349331582
0,1,1,1,1,1,1,0,0.124459300055621,0.112037174174801,0.121341471996545,0.104130131730439,0.115492019489352,0.0092314077110285
0,1,1,1,1,1,1,1,0.131358738682826,0.111833767594063,0.126539884734029,0.100429051263712,0.117540360568657,0.0141102931509402
1,0,0,0,0,0,0,0,0.000846585427719469,0.000539243646686285,1.30868788979525e-05,0,0.000349728988325927,0.000415700373753286
1,0,0,0,0,0,0,1,0.0170407531291727,0.0121961516185033,0.0305590927174278,0.00753103254585934,0.0168317575027408,0.00994108877178934
1,0,0,0,0,0,1,0,0.00984420803616166,0.00465558319151623,0.00558948796797269,0.0046807953353697,0.00619251863275507,0.00247291726239905
1,0,0,0,0,0,1,1,0.0268322015278952,0.0242894485640785,0.0283222060806343,0.024872751328453,0.0260791518752653,0.00184903724218595
1,0,0,0,0,1,0,0,0.00341166283519877,0.00150500248045435,0.00762395097332623,0,0.00313515407224484,0.00330213769065226
1,0,0,0,0,1,0,1,0.00999424561479936,0.0122115966820695,0.0125353874513072,0.00448869299435868,0.00980748068563371,0.00372136322199948
1,0,0,0,0,1,1,0,0.00614572854134465,0.0053309505590649,0.00531585513466421,0.00679163507522981,0.00589604232757589,0.000711893124154201
1,0,0,0,0,1,1,1,0.0279385521208804,0.0261622727398387,0.0279854013891046,0.0205199598622179,0.0256515465280104,0.00352473621076621
1,0,0,0,1,0,0,0,0.0207758283525379,0.012055110910775,0.0257080457394383,0.0198224304900682,0.0195903538732048,0.00564698295759994
1,0,0,0,1,0,0,1,0.0461972318729785,0.041842779054849,0.046413646118751,0.0400270043744947,0.0436201653552683,0.00318929012515963
1,0,0,0,1,0,1,0,0.0179711365630263,0.0115004505759897,0.0265047146877816,0.0208159080443752,0.0191980524677932,0.00623867419103744
1,0,0,0,1,0,1,1,0.0483387948640529,0.0420579513307862,0.0469976504626822,0.0374192679120873,0.0437034161424022,0.00498453572150503
1,0,0,0,1,1,0,0,0.0205858084731969,0.0150743479606267,0.0252764159908419,0.0207926535830176,0.0204323065019208,0.00417638317785948
1,0,0,0,1,1,0,1,0.0445526872960543,0.0406895688227052,0.043002162952034,0.038504810667712,0.0416873074346264,0.00264971789637268
1,0,0,0,1,1,1,0,0.0183064108618195,0.0212057442793343,0.0264668299921074,0.0251428214259696,0.0227804516398077,0.00372679131501909
1,0,0,0,1,1,1,1,0.0441313390679286,0.0422555436898171,0.0436262240136019,0.0373383188980122,0.04183785641734,0.00310261297797723
1,0,0,1,0,0,0,0,0.0315468862872295,0.0298150835264166,0.0332965472360696,0.0271685590255055,0.0304567690188053,0.00261258372837718
1,0,0,1,0,0,0,1,0.0519292828302091,0.0496347048595976,0.0551960246423041,0.0469209233339253,0.050920233916509,0.00350939862527114
1,0,0,1,0,0,1,0,0.0447378074089073,0.035382746503229,0.0377011774174039,0.032542915869077,0.0375911617996543,0.00521051923188337
1,0,0,1,0,0,1,1,0.0553589037268569,0.0493744767270308,0.0549296841488852,0.0467712730022532,0.0516085844012565,0.00422237757859375
1,0,0,1,0,1,0,0,0.0337178182004841,0.030064469606418,0.0338462971746858,0.0232383978750211,0.0302167457141522,0.00497164221480536
1,0,0,1,0,1,0,1,0.0540796904282416,0.0467165169191772,0.055927287756056,0.0462083425512886,0.0507329594136908,0.00499284900216711
1,0,0,1,0,1,1,0,0.036544008307759,0.0337265535719811,0.0348589292604429,0.0327662901422722,0.0344739453206138,0.0016235818466912
1,0,0,1,0,1,1,1,0.0537385761249536,0.0525323229401813,0.0533013900151733,0.0466864226152144,0.0515646779238806,0.00329017294432842
