"starch","glycerol","glucose","fructose","citrate","butyrate","ascorbic","acetate","rep_1","rep_2","rep_3","mean","sd"
1,1,1,0,0,0,1,1,0.0444580036436857,0.0426329064546159,0.0545979008443395,0.047229603647547,0.00644605287153172
1,1,1,0,0,1,0,0,0.0417639951412872,0.0440309734214638,0.0377472669755071,0.0411807451794194,0.00318219689259692
1,1,1,0,0,1,0,1,0.0422447736504252,0.0430936887206074,0.0500293003437549,0.0451225875715959,0.00427048438358544
1,1,1,0,0,1,1,0,0.0405580385697771,0.0454478069621026,0.0361503544803443,0.040718733337408,0.0046508088295367
1,1,1,0,0,1,1,1,0.0456342576492973,0.0409352970851319,0.0459058206001079,0.0441584584448457,0.00279464013284844
1,1,1,0,1,0,0,0,0.06256986971765,0.0637545333138276,0.0599490789185125,0.0620911606499967,0.00194736811294013
1,1,1,0,1,0,0,1,0.0635357907892952,0.053634500420631,0.0749386530063856,0.0640363147387706,0.0106608922008093
1,1,1,0,1,0,1,0,0.0618826970303508,0.0625941675586072,0.062694191816126,0.062390352135028,0.000442477674014903
1,1,1,0,1,0,1,1,0.0600287904220046,0.0552727323254002,0.0779454827470025,0.0644156684981358,0.01195604145866
1,1,1,0,1,1,0,0,0.0587433402466331,0.0584608681625782,0.0593739314619601,0.0588593799570572,0.000467461290339648
1,1,1,0,1,1,0,1,0.0610167212613059,0.0599494811838775,0.0731924254364934,0.0647195426272256,0.00735710932842557
1,1,1,0,1,1,1,0,0.0577443963952086,0.0627228396691837,0.0529928412730397,0.057820025779144,0.00486544006745814
1,1,1,0,1,1,1,1,0.0573996532864504,0.0579415877412511,0.0683118506458772,0.0612176972245262,0.00614968965172829
1,1,1,1,0,0,0,0,0.0469097041512576,0.0447882008036306,0.0617896488006006,0.0511625179184963,0.009264293130214
1,1,1,1,0,0,0,1,0.0467749477531047,0.0410398507261562,0.0693473626767279,0.0523873870519962,0.0149650731495287
1,1,1,1,0,0,1,0,0.0448543044634677,0.0426910924563093,0.0618776009108043,0.0498076659435271,0.0105086806561387
1,1,1,1,0,0,1,1,0.044907578073268,0.0429213670945171,0.0692936373307235,0.0523741941661695,0.0146862836096119
1,1,1,1,0,1,0,0,0.0410714004001249,0.0450090693568468,0.0536651802020193,0.0465818833196637,0.0064425251451488
1,1,1,1,0,1,0,1,0.0410343441391742,0.0481800903251272,0.0596716101701776,0.0496286815448263,0.00940269821215915
1,1,1,1,0,1,1,0,0.0381948069509538,0.04608056316508,0.0511633709026971,0.0451462470062436,0.00653457135213254
1,1,1,1,0,1,1,1,0.0412944876485911,0.0440150358517983,0.0621330034198151,0.0491475089734015,0.0113277378652965
1,1,1,1,1,0,0,0,0.0657068183033104,0.0622139681869832,0.088951711399339,0.0722908326298775,0.0145340517926627
1,1,1,1,1,0,0,1,0.0694034609398417,0.0555577287293952,0.0924020320707272,0.0724544072466547,0.0186106656840188
1,1,1,1,1,0,1,0,0.0592420898582233,0.0597867709619064,0.0801019586155787,0.0663769398119028,0.0118893345165791
1,1,1,1,1,0,1,1,0.0639274736524659,0.0591156310317106,0.0880094347170174,0.0703508464670646,0.015480883746988
1,1,1,1,1,1,0,0,0.0591659338781832,0.0605650050415505,0.0766054289439384,0.0654454559545574,0.00969010308886482
1,1,1,1,1,1,0,1,0.064212483535757,0.0635933083140274,0.0821357534621588,0.069980515103981,0.0105312966507875
1,1,1,1,1,1,1,0,0.058551096033534,0.0620129318597141,0.06927724873743,0.0632804255435594,0.00547425731362391
1,1,1,1,1,1,1,1,0.060545740558613,0.0649758041618498,0.0858808912666556,0.0704674786623728,0.0135309398034497
