"starch","glycerol","glucose","fructose","citrate","butyrate","ascorbic","acetate","rep_1","rep_2","rep_3","mean","sd"
0,0,0,1,1,1,1,0,0.0500487524209103,0.04905337817252,0.0407159289848729,0.0466060198594344,0.00512518978736732
0,0,0,1,1,1,1,1,0.0591154025890525,0.0545802248525822,0.0431351455736082,0.0522769243384143,0.00823535357552053
0,0,1,0,0,0,0,0,0.0253298079038835,0.0320163563001983,0.0215877661217655,0.0263113101086158,0.0052831224868298
0,0,1,0,0,0,0,1,0.0366479089276257,0.0461055496945865,0.0311396657384795,0.0379643747868972,0.00756929537116143
0,0,1,0,0,0,1,0,0.0254502692453673,0.0335775189828021,0.0241399063588041,0.0277225648623245,0.00511269288519209
0,0,1,0,0,0,1,1,0.0370659581944913,0.0405574920600194,0.0341774926729283,0.037266980975813,0.00319474657269998
0,0,1,0,0,1,0,0,0.0317198032584163,0.0279392466930826,0.026949636437424,0.028869562129641,0.00251748644160161
0,0,1,0,0,1,0,1,0.0371074954901155,0.0299329187506802,0.0316730536298001,0.0329044892901986,0.00374245416629081
0,0,1,0,0,1,1,0,0.037506045510506,0.036190164032383,0.0262078750270474,0.0333013615233121,0.00617827233299361
0,0,1,0,0,1,1,1,0.0403413256329377,0.0346842906225928,0.0255533020527325,0.0335263061027543,0.00746170935264267
0,0,1,0,1,0,0,0,0.0445530902681617,0.0474380286654139,0.0417997918325934,0.0445969702553897,0.0028193745291647
0,0,1,0,1,0,0,1,0.0512724465456653,0.054431062880588,0.0442289504325411,0.0499774866195981,0.00522287904399846
0,0,1,0,1,0,1,0,0.0444361527621197,0.0464308495952964,0.0408577531427189,0.0439082518333783,0.00282380250023926
0,0,1,0,1,0,1,1,0.0504210802262734,0.0503779128824904,0.0478845202647391,0.049561171124501,0.00145218264486511
0,0,1,0,1,1,0,0,0.0490371281844055,0.044539420472722,0.0419291464301081,0.0451685650290785,0.00359551363638783
0,0,1,0,1,1,0,1,0.052557236303382,0.0446930663965651,0.0490607132468959,0.0487703386489477,0.0039401180358171
0,0,1,0,1,1,1,0,0.0505540337707713,0.0422867980611285,0.0346702274866305,0.0425036864395101,0.00794412398849208
0,0,1,0,1,1,1,1,0.054632231696252,0.0489538950620544,0.0374775026776658,0.0470212098119908,0.00873914390155814
0,0,1,1,0,0,0,0,0.0457495286995419,0.0466147775208792,0.038180170017117,0.0435148254125127,0.00464015894355192
0,0,1,1,0,0,0,1,0.0460308548004939,0.0514751083159833,0.0409852106469586,0.046163724587812,0.00524621092427086
