"starch","glycerol","glucose","fructose","citrate","butyrate","ascorbic","acetate","rep_1","rep_2","rep_3","rep_4","rep_5","mean","sd"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0.0115595660599377,0.012928616216091,0.00759390778809936,0.00147699470559782,0.00151256765417892,0.00701433048478095,0.00540613849645441
0,0,0,0,0,0,1,0,0.00140195352917829,0.00158268469147007,0,0.00142163255319085,0.000914213226901761,0.00106409680014819,0.000645306026373362
0,0,0,0,0,0,1,1,0.0109370500300424,0.012399325974864,0.010043932873828,0.00401879752114612,0.00371532398379783,0.00822288607673566,0.00406564952468351
0,0,0,0,0,1,0,0,0.00198571027342158,0.0152403930051761,0,0.00111885094759848,0.000874716754011381,0.00384393419604151,0.00640996159441295
0,0,0,0,0,1,0,1,0.014968338801866,0.0194887868953269,0.0139521627793863,0.00306938746402763,0.00185517247451569,0.0106667696830245,0.00778604126502168
0,0,0,0,0,1,1,0,0.00757954477275522,0.0210923129156982,0.00530282713278864,0.0027819618737439,0.00169930318517498,0.0076911899760322,0.00783118869714539
0,0,0,0,0,1,1,1,0.0127533288324842,0.0119696125403613,0.00844091701835468,0.00682152149294192,0.00691528303071926,0.00938013258297227,0.00281015832692434
0,0,0,0,1,0,0,0,0.0114845848171905,0.015947000220276,0.00536213353432145,0.00539842071536378,0.0066365776373164,0.00896574338489362,0.00464271787927065
0,0,0,0,1,0,0,1,0.02222567433292,0.0211912304961126,0.01208522375792,0.015217865210704,0.0106445940244631,0.016272917564424,0.00524292513763762
0,0,0,0,1,0,1,0,0.0117523225890315,0.0224153557186202,0.01987333785132,0.0154253585976597,0.0188404115524766,0.0176613572618216,0.00414728553593319
0,0,0,0,1,0,1,1,0.0204282356709676,0.0219373273976331,0.0252295518404549,0.0251586334123469,0.0208253673754141,0.0227158231393633,0.00232911405116773
0,0,0,0,1,1,0,0,0.0110253599716121,0.0290539747465932,0.02494429005716,0.0177672268736948,0.0150683869765728,0.0195718477251266,0.00733747465948627
0,0,0,0,1,1,0,1,0.00730992998424582,0.0444993971803992,0.0301728867940127,0.0243977607956226,0.0216495173292696,0.02560589841671,0.0135062641677317
0,0,0,0,1,1,1,0,0.0218254898223523,0.0222095431108771,0.0316054192076677,0.01878788544173,0.0216126101278196,0.0232081895420893,0.00488639901340698
0,0,0,0,1,1,1,1,0.0202994392746892,0.025497696562992,0.0165237145647476,0.0232765769270916,0.0218031655713186,0.0214801185801678,0.00337018171562216
0,0,0,1,0,0,0,0,0.0136676086008057,0.00323758674720075,0,0.000711342230360223,0.00158547032806769,0.00384040158128687,0.00562498433803577
0,0,0,1,0,0,0,1,0.0290967176667295,0.0303787071263769,0.0221938849998146,0.0107593029008555,0.00374315920907086,0.0192343543805695,0.0116407179183964
